Nb de candidats ayant fait au moins un vœu confirmé PP 2025;Nb de candidats ayant fait au moins un vœu confirmé PP 2024;Nb de candidats ayant fait au moins un vœu confirmé PP 2023;Nb de cddt ayant au moins une proposition Parcoursup 2025;Nb de cddt ayant au moins une proposition Parcoursup 2024;Nb de cddt ayant au moins une proposition Parcoursup 2023;Etablissement;Type de formation de la scolarité;Niveau d'études
31;5;4;19;6;4;Lycée Francois Villon;BTS - BTSA - BTSM;1ère année d'études supérieures
21;6;2;11;3;;Lycée Francois Villon;BTS - BTSA - BTSM;2nd année d'études supérieures
124;149;178;97;123;142;Lycée Francois Villon;Terminale;Terminale
0;;;;;;Lycée Fresnel;Autre formation du supérieur;2nd année d'études supérieures
;;0;;;;Lycée Fresnel;Autre formation du supérieur;3ème année d'études supérieures
29;23;19;28;20;18;Lycée Fresnel;BTS - BTSA - BTSM;1ère année d'études supérieures
17;12;14;7;6;5;Lycée Fresnel;BTS - BTSA - BTSM;2nd année d'études supérieures
;;0;;;;Lycée Fresnel;BTS - BTSA - BTSM;3ème année d'études supérieures
26;56;58;17;34;49;Lycée Fresnel;Terminale;Terminale
137;156;157;127;141;147;Lycée Gabriel Faure;Terminale;Terminale
;0;;;;;Lycée général et technologique privé Ecole A;BTS - BTSA - BTSM;1ère année d'études supérieures
20;17;;17;14;;Lycée général et technologique privé Ecole A;Terminale;Terminale
90;91;93;74;83;87;Lycée Georges Leven;Terminale;Terminale
123;118;119;120;118;119;Lycée Gerson;Terminale;Terminale
18;22;16;14;21;14;Lycée Heikhal-Menahem Sinaï;Terminale;Terminale
;;1;;;1;Lycée Hélène Boucher;Autre formation du supérieur;1ère année d'études supérieures
24;24;37;20;15;32;Lycée Hélène Boucher;CPGE;1ère année d'études supérieures
4;8;1;3;6;1;Lycée Hélène Boucher;CPGE;2nd année d'études supérieures
5;1;1;3;1;1;Lycée Hélène Boucher;Formations préparatoires à l'enseignement supérieur;Année préparatoire aux études supérieures
0;;2;;;2;Lycée Hélène Boucher;Prépa autres écoles (Arts, Audiovisuel, Hôtellerie, ...);Année préparatoire aux études supérieures
397;403;402;385;391;386;Lycée Hélène Boucher;Terminale;Terminale
1;0;;;;;Lycée Henri Bergson-Jacquard;Autre formation du supérieur;1ère année d'études supérieures
3;;0;2;;;Lycée Henri Bergson-Jacquard;Autre formation du supérieur;3ème année d'études supérieures
28;31;13;20;25;13;Lycée Henri Bergson-Jacquard;BTS - BTSA - BTSM;1ère année d'études supérieures
4;3;0;2;1;;Lycée Henri Bergson-Jacquard;BTS - BTSA - BTSM;2nd année d'études supérieures
1;;;1;;;Lycée Henri Bergson-Jacquard;Etudes de santé;1ère année d'études supérieures
1;;;;;;Lycée Henri Bergson-Jacquard;Formations des écoles de commerce et de management;1ère année d'études supérieures
;;0;;;;Lycée Henri Bergson-Jacquard;Prépa autres écoles (Arts, Audiovisuel, Hôtellerie, ...);Année préparatoire aux études supérieures
285;306;290;243;262;251;Lycée Henri Bergson-Jacquard;Terminale;Terminale
1;0;;1;1;;Lycée Henri IV;Autre formation du supérieur;1ère année d'études supérieures
;;0;;;;Lycée Henri IV;CLPES;Année préparatoire aux études supérieures
100;99;89;97;98;88;Lycée Henri IV;CPGE;1ère année d'études supérieures
17;17;13;17;15;14;Lycée Henri IV;CPGE;2nd année d'études supérieures
0;2;1;;2;1;Lycée Henri IV;CPGE;3ème année d'études supérieures
11;2;4;11;2;4;Lycée Henri IV;Formations préparatoires à l'enseignement supérieur;Année préparatoire aux études supérieures
59;30;42;53;28;41;Lycée Henri IV;Licence sélective;1ère année d'études supérieures
0;;0;;;;Lycée Henri IV;Licence sélective;2nd année d'études supérieures
3;3;2;3;3;2;Lycée Henri IV;Prépa autres écoles (Arts, Audiovisuel, Hôtellerie, ...);Année préparatoire aux études supérieures
275;280;294;271;279;294;Lycée Henri IV;Terminale;Terminale
4;8;12;4;5;11;Lycée Honoré De Balzac;BTS - BTSA - BTSM;1ère année d'études supérieures
0;1;1;;1;1;Lycée Honoré De Balzac;BTS - BTSA - BTSM;2nd année d'études supérieures
0;;;;;;Lycée Honoré De Balzac;Classe de remise à niveau (Scientifique, pour entrer en BTS, ...);Année préparatoire aux études supérieures
26;31;8;26;25;7;Lycée Honoré De Balzac;CPGE;1ère année d'études supérieures
1;1;4;2;;5;Lycée Honoré De Balzac;CPGE;2nd année d'études supérieures
;1;;;1;;Lycée Honoré De Balzac;CPGE;3ème année d'études supérieures
2;1;0;1;1;;Lycée Honoré De Balzac;Formations préparatoires à l'enseignement supérieur;Année préparatoire aux études supérieures
;1;;;1;;Lycée Honoré De Balzac;Prépa autres écoles (Arts, Audiovisuel, Hôtellerie, ...);Année préparatoire aux études supérieures
283;309;290;273;293;267;Lycée Honoré De Balzac;Terminale;Terminale
;;0;;;;Lycée Ipecom Prepa Sciences;CPGE;2nd année d'études supérieures
29;27;23;24;21;18;Lycée Ipecom Prepa Sciences;Terminale;Terminale
50;44;51;43;35;48;Lycée Jacques Decour;CPGE;1ère année d'études supérieures
6;4;2;6;2;2;Lycée Jacques Decour;CPGE;2nd année d'études supérieures
;0;;;;;Lycée Jacques Decour;CPGE;3ème année d'études supérieures
2;1;2;2;1;2;Lycée Jacques Decour;Formations préparatoires à l'enseignement supérieur;Année préparatoire aux études supérieures
;;0;;;;Lycée Jacques Decour;Licence sélective;2nd année d'études supérieures
2;2;;2;1;;Lycée Jacques Decour;Prépa autres écoles (Arts, Audiovisuel, Hôtellerie, ...);Année préparatoire aux études supérieures
300;316;251;270;291;235;Lycée Jacques Decour;Terminale;Terminale
1;;0;;;;Lycée Jacques Monod;Autre formation du supérieur;1ère année d'études supérieures
;0;;;;;Lycée Jacques Monod;Formations préparatoires à l'enseignement supérieur;Année préparatoire aux études supérieures
147;150;136;116;119;119;Lycée Jacques Monod;Terminale;Terminale
1;;;1;;;Lycée Janson De Sailly;Autre formation du supérieur;1ère année d'études supérieures
1;0;0;1;1;;Lycée Janson De Sailly;CLPES;Année préparatoire aux études supérieures
103;112;100;100;102;98;Lycée Janson De Sailly;CPGE;1ère année d'études supérieures
24;16;11;21;19;8;Lycée Janson De Sailly;CPGE;2nd année d'études supérieures
1;1;0;1;1;;Lycée Janson De Sailly;CPGE;3ème année d'études supérieures
6;6;3;6;6;2;Lycée Janson De Sailly;Formations préparatoires à l'enseignement supérieur;Année préparatoire aux études supérieures
3;11;12;3;10;11;Lycée Janson De Sailly;Licence sélective;1ère année d'études supérieures
1;0;;1;;;Lycée Janson De Sailly;Licence sélective;2nd année d'études supérieures
3;0;1;3;;1;Lycée Janson De Sailly;Prépa autres écoles (Arts, Audiovisuel, Hôtellerie, ...);Année préparatoire aux études supérieures
2;;;1;;;Lycée Janson De Sailly;Prépa formation du secteur social (prépa Educ. spécialisé, ...);Année préparatoire aux études supérieures
374;373;370;357;355;362;Lycée Janson De Sailly;Terminale;Terminale
;;0;;;;Lycée Jean-Baptiste Say;Autre formation du supérieur;1ère année d'études supérieures
;;0;;;;Lycée Jean-Baptiste Say;Autre formation du supérieur;2nd année d'études supérieures
34;37;45;33;34;43;Lycée Jean-Baptiste Say;CPGE;1ère année d'études supérieures
0;3;5;;2;5;Lycée Jean-Baptiste Say;CPGE;2nd année d'études supérieures
0;3;;;2;;Lycée Jean-Baptiste Say;Formations préparatoires à l'enseignement supérieur;Année préparatoire aux études supérieures
;;1;;;1;Lycée Jean-Baptiste Say;Licence sélective;1ère année d'études supérieures
2;;;2;;;Lycée Jean-Baptiste Say;Prépa autres écoles (Arts, Audiovisuel, Hôtellerie, ...);Année préparatoire aux études supérieures
268;279;269;262;266;260;Lycée Jean-Baptiste Say;Terminale;Terminale
;;0;;;;Lycée Jean De La Fontaine;Prépa autres écoles (Arts, Audiovisuel, Hôtellerie, ...);Année préparatoire aux études supérieures
193;207;229;187;204;225;Lycée Jean De La Fontaine;Terminale;Terminale
2;;;2;;;Lycée Jean Lurcat;Autre formation du supérieur;1ère année d'études supérieures
0;;;;;;Lycée Jean Lurcat;Autre formation du supérieur;3ème année d'études supérieures
61;40;41;41;34;32;Lycée Jean Lurcat;BTS - BTSA - BTSM;1ère année d'études supérieures
11;6;11;6;6;9;Lycée Jean Lurcat;BTS - BTSA - BTSM;2nd année d'études supérieures
;;1;;;;Lycée Jean Lurcat;Classe de remise à niveau (Scientifique, pour entrer en BTS, ...);Année préparatoire aux études supérieures
;1;;;1;;Lycée Jean Lurcat;Formations des écoles de commerce et de management;1ère année d'études supérieures
154;185;175;113;149;121;Lycée Jean Lurcat;Terminale;Terminale
;;1;;;;Lycée Jules Ferry;Autre formation du supérieur;1ère année d'études supérieures
32;27;17;30;19;16;Lycée Jules Ferry;CPGE;1ère année d'études supérieures
9;4;4;8;4;3;Lycée Jules Ferry;CPGE;2nd année d'études supérieures
;1;;;1;;Lycée Jules Ferry;CPGE;3ème année d'études supérieures
4;1;;5;1;;Lycée Jules Ferry;Formations préparatoires à l'enseignement supérieur;Année préparatoire aux études supérieures
;0;;;;;Lycée Jules Ferry;Licence sélective;1ère année d'études supérieures
3;2;;3;1;;Lycée Jules Ferry;Prépa autres écoles (Arts, Audiovisuel, Hôtellerie, ...);Année préparatoire aux études supérieures
207;240;234;198;232;218;Lycée Jules Ferry;Terminale;Terminale
0;0;2;2;;2;Lycée Jules Richard Microtechniques;BTS - BTSA - BTSM;1ère année d'études supérieures
1;1;0;1;;;Lycée Jules Richard Microtechniques;BTS - BTSA - BTSM;2nd année d'études supérieures
60;58;52;56;53;50;Lycée Jules Richard Microtechniques;Terminale;Terminale
0;1;;;1;;Lycée Jules SIEGFRIED;Autre formation du supérieur;1ère année d'études supérieures
;0;;;;;Lycée Jules SIEGFRIED;Autre formation du supérieur;2nd année d'études supérieures
31;22;17;13;10;15;Lycée Jules SIEGFRIED;BTS - BTSA - BTSM;1ère année d'études supérieures
9;7;3;8;3;3;Lycée Jules SIEGFRIED;BTS - BTSA - BTSM;2nd année d'études supérieures
1;;;1;;;Lycée Jules SIEGFRIED;Classe de remise à niveau (Scientifique, pour entrer en BTS, ...);Année préparatoire aux études supérieures
87;89;79;66;71;60;Lycée Jules SIEGFRIED;Terminale;Terminale
87;78;84;83;75;83;Lycée L'Alma;Terminale;Terminale
21;21;13;16;19;13;Lycée Lamartine;CPGE;1ère année d'études supérieures
1;;;1;;;Lycée Lamartine;Formations préparatoires à l'enseignement supérieur;Année préparatoire aux études supérieures
1;1;;1;1;;Lycée Lamartine;Prépa autres écoles (Arts, Audiovisuel, Hôtellerie, ...);Année préparatoire aux études supérieures
187;190;153;178;183;142;Lycée Lamartine;Terminale;Terminale
130;125;124;127;122;123;Lycée La Rochefoucauld;Terminale;Terminale
113;107;85;110;102;78;Lycée L'Assomption;Terminale;Terminale
9;24;24;11;20;18;Lycée Lavoisier;CPGE;1ère année d'études supérieures
1;0;3;2;1;3;Lycée Lavoisier;CPGE;2nd année d'études supérieures
;1;;;;;Lycée Lavoisier;Formations préparatoires à l'enseignement supérieur;Année préparatoire aux études supérieures
;0;;;;;Lycée Lavoisier;Prépa autres écoles (Arts, Audiovisuel, Hôtellerie, ...);Année préparatoire aux études supérieures
200;201;168;199;194;165;Lycée Lavoisier;Terminale;Terminale
1;;;1;;;Lycée L'Ecole;Certificats de spécialisation et FCIL;Année préparatoire aux études supérieures
34;29;37;30;20;30;Lycée L'Ecole;Terminale;Terminale
1;0;;2;;;Lycée Léonard de Vinci;Autre formation du supérieur;1ère année d'études supérieures
4;5;3;3;2;2;Lycée Léonard de Vinci;BTS - BTSA - BTSM;1ère année d'études supérieures
8;7;1;7;4;1;Lycée Léonard de Vinci;BTS - BTSA - BTSM;2nd année d'études supérieures
1;;;1;;;Lycée Léonard de Vinci;BTS - BTSA - BTSM;3ème année d'études supérieures
6;6;;5;6;;Lycée Léonard de Vinci;Certificats de spécialisation et FCIL;Année préparatoire aux études supérieures
;0;;;1;;Lycée Léonard de Vinci;Formations préparatoires à l'enseignement supérieur;Année préparatoire aux études supérieures
63;48;33;45;38;28;Lycée Léonard de Vinci;Terminale;Terminale
1;;;1;;;Lycée Le Rebours;Autre formation du supérieur;1ère année d'études supérieures
0;;1;;;1;Lycée Le Rebours;Autre formation du supérieur;2nd année d'études supérieures
0;1;;;1;;Lycée Le Rebours;Autre formation du supérieur;3ème année d'études supérieures
19;20;14;12;11;8;Lycée Le Rebours;BTS - BTSA - BTSM;1ère année d'études supérieures
2;2;5;1;1;5;Lycée Le Rebours;BTS - BTSA - BTSM;2nd année d'études supérieures
15;11;4;11;11;4;Lycée Le Rebours;CPGE;1ère année d'études supérieures
1;1;0;2;2;;Lycée Le Rebours;CPGE;2nd année d'études supérieures
17;7;5;17;7;7;Lycée Le Rebours;DCG;1ère année d'études supérieures
2;;1;2;;1;Lycée Le Rebours;DCG;2nd année d'études supérieures
1;;;1;;;Lycée Le Rebours;DCG;3ème année d'études supérieures
;0;0;;;;Lycée Le Rebours;Formations préparatoires à l'enseignement supérieur;Année préparatoire aux études supérieures
2;;;1;;;Lycée Le Rebours;Prépa autres écoles (Arts, Audiovisuel, Hôtellerie, ...);Année préparatoire aux études supérieures
1;;;1;;;Lycée Le Rebours;Prépa formation du secteur social (prépa Educ. spécialisé, ...);Année préparatoire aux études supérieures
174;183;173;161;175;160;Lycée Le Rebours;Terminale;Terminale
270;259;257;265;254;248;Lycée Les Francs Bourgeois;Terminale;Terminale
;1;;;;;Lycée Les Petits Champs;Autre formation du supérieur;1ère année d'études supérieures
11;2;3;6;2;3;Lycée Les Petits Champs;BTS - BTSA - BTSM;1ère année d'études supérieures
;0;;;;;Lycée Les Petits Champs;BTS - BTSA - BTSM;2nd année d'études supérieures
99;100;108;92;94;100;Lycée Les Petits Champs;Terminale;Terminale
;1;;;;;Lycée L'Initiative;Autre formation du supérieur;1ère année d'études supérieures
15;10;7;12;6;5;Lycée L'Initiative;BTS - BTSA - BTSM;1ère année d'études supérieures
0;0;1;;;2;Lycée L'Initiative;BTS - BTSA - BTSM;2nd année d'études supérieures
4;5;2;1;4;1;Lycée L'Initiative;Formations d'art, de design et du spectacle vivant;1ère année d'études supérieures
1;;0;1;;;Lycée L'Initiative;Formations d'art, de design et du spectacle vivant;2nd année d'études supérieures
0;;0;1;;1;Lycée L'Initiative;Formations d'art, de design et du spectacle vivant;3ème année d'études supérieures
92;98;71;65;69;58;Lycée L'Initiative;Terminale;Terminale
1;;0;1;;;Lycée Louis Armand;Autre formation du supérieur;1ère année d'études supérieures
30;23;15;17;15;10;Lycée Louis Armand;BTS - BTSA - BTSM;1ère année d'études supérieures
6;5;4;4;2;2;Lycée Louis Armand;BTS - BTSA - BTSM;2nd année d'études supérieures
5;10;;4;5;;Lycée Louis Armand;Certificats de spécialisation et FCIL;Année préparatoire aux études supérieures
1;;;;;;Lycée Louis Armand;Formations préparatoires à l'enseignement supérieur;Année préparatoire aux études supérieures
208;249;215;169;197;172;Lycée Louis Armand;Terminale;Terminale
103;108;108;101;107;107;Lycée Louise De Marillac;Terminale;Terminale
28;18;20;28;16;19;Lycée Louis Le Grand;CPGE;1ère année d'études supérieures
2;9;8;2;8;8;Lycée Louis Le Grand;CPGE;2nd année d'études supérieures
;;1;;;;Lycée Louis Le Grand;CPGE;3ème année d'études supérieures
0;;;;;;Lycée Louis Le Grand;Formations préparatoires à l'enseignement supérieur;Année préparatoire aux études supérieures
5;6;;4;6;;Lycée Louis Le Grand;Licence sélective;1ère année d'études supérieures
3;1;;3;1;;Lycée Louis Le Grand;Prépa autres écoles (Arts, Audiovisuel, Hôtellerie, ...);Année préparatoire aux études supérieures
309;323;319;308;321;318;Lycée Louis Le Grand;Terminale;Terminale
;;1;;;;Lycée Lucas De Nehou;Autre formation du supérieur;3ème année d'études supérieures
;;0;;;;Lycée Lucas De Nehou;BTS - BTSA - BTSM;1ère année d'études supérieures
;;1;;;;Lycée Lucas De Nehou;BTS - BTSA - BTSM;3ème année d'études supérieures
1;1;;;1;;Lycée Lucas De Nehou;Certificats de spécialisation et FCIL;Année préparatoire aux études supérieures
1;6;6;2;5;3;Lycée Lucas De Nehou;Formations d'art, de design et du spectacle vivant;1ère année d'études supérieures
0;;1;;;1;Lycée Lucas De Nehou;Formations d'art, de design et du spectacle vivant;2nd année d'études supérieures
2;1;4;1;;4;Lycée Lucas De Nehou;Terminale;Terminale
78;89;73;75;86;68;Lycée Lucien De Hirsch;Terminale;Terminale
;0;;;;;Lycée Martin-Nadaud;Autre formation du supérieur;1ère année d'études supérieures
1;12;5;1;5;4;Lycée Martin-Nadaud;BTS - BTSA - BTSM;1ère année d'études supérieures
6;3;0;2;1;;Lycée Martin-Nadaud;BTS - BTSA - BTSM;2nd année d'études supérieures
146;124;141;103;106;110;Lycée Martin-Nadaud;Terminale;Terminale
148;147;140;143;142;132;Lycée Massillon;Terminale;Terminale
1;;;1;;;Lycée Maurice Ravel;Autre formation du supérieur;1ère année d'études supérieures
1;0;0;1;;1;Lycée Maurice Ravel;Autre formation du supérieur;2nd année d'études supérieures
